MSA Code,State FIP,County FIP,Census Tract,SCCT,MFI,MHI,LMI%,Census Tract Income Indicator,Total persons,Total families,Total households,HMM%,Census Tract Minority Indicator,MSA Name,County
18140,39,49,6932,39049006932,84088,66715,68.57,Moderate,7121,1579,2543,74.32,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,6933,39049006933,84088,66715,35.57,Low,7124,1381,2287,89.15,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,6943,39049006943,84088,66715,54.55,Moderate,4677,1390,1991,56.68,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,6944,39049006944,84088,66715,89.06,Middle,4332,1137,1918,42.54,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6945,39049006945,84088,66715,46.85,Low,6102,1192,2382,77.42,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,6950,39049006950,84088,66715,145.12,Upper,2797,752,1199,8.58,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6991,39049006991,84088,66715,155.74,Upper,4576,1341,1737,17,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6992,39049006992,84088,66715,51.73,Moderate,4443,906,2038,77.34,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7010,39049007010,84088,66715,103.48,Middle,3995,772,1187,29.04,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7020,39049007020,84088,66715,109.34,Middle,6547,2019,2840,13.33,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7041,39049007041,84088,66715,104.86,Middle,2744,556,974,25.51,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7043,39049007043,84088,66715,104.49,Middle,5558,1119,2474,41.04,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7044,39049007044,84088,66715,121.92,Upper,5888,1433,2757,39.83,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7047,39049007047,84088,66715,102.2,Middle,3760,882,1750,35.48,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7048,39049007048,84088,66715,128.47,Upper,6388,1638,2446,39.25,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7101,39049007101,84088,66715,76.5,Moderate,3239,929,1240,27.69,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7102,39049007102,84088,66715,162.32,Upper,3392,878,1398,14,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7103,39049007103,84088,66715,102.5,Middle,3286,1185,1621,36.31,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7112,39049007112,84088,66715,80.25,Middle,6625,1424,2284,63.97,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7113,39049007113,84088,66715,69.29,Moderate,5194,1336,1887,61.65,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7114,39049007114,84088,66715,92.92,Middle,5130,1189,2107,50.97,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7115,39049007115,84088,66715,64.02,Moderate,6053,1381,2358,66.56,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7120,39049007120,84088,66715,101.2,Middle,5451,1145,1610,30.43,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7193,39049007193,84088,66715,138.9,Upper,6563,2114,2543,11.84,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7198,39049007198,84088,66715,129.23,Upper,2875,778,1101,29.39,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7199,39049007199,84088,66715,84.43,Middle,6263,1710,2841,49.64,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7202,39049007202,84088,66715,119.03,Middle,3645,773,1543,54.76,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7205,39049007205,84088,66715,120.64,Upper,6540,1538,3133,25.55,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7209,39049007209,84088,66715,127.11,Upper,9770,2226,4190,38.09,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7211,39049007211,84088,66715,296,Upper,4549,1107,1245,19.63,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7212,39049007212,84088,66715,257.66,Upper,5388,1384,1811,22.64,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7213,39049007213,84088,66715,194.24,Upper,5398,1644,1847,24.51,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7214,39049007214,84088,66715,105.11,Middle,3877,699,1661,30.72,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7215,39049007215,84088,66715,115.81,Middle,5550,1475,2471,24.74,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7301,39049007301,84088,66715,113.74,Middle,5986,1382,1942,55.36,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7302,39049007302,84088,66715,95.02,Middle,4862,1283,1979,48.33,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7303,39049007303,84088,66715,127.45,Upper,6632,1321,2142,42.28,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7305,39049007305,84088,66715,130.87,Upper,4480,1400,2330,25.27,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7306,39049007306,84088,66715,193.24,Upper,4526,1278,1466,17.87,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7394,39049007394,84088,66715,198.13,Upper,3499,745,993,19.18,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7397,39049007397,84088,66715,99.55,Middle,3537,779,1282,64.43,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7398,39049007398,84088,66715,111.01,Middle,8249,1814,2346,53.62,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7424,39049007424,84088,66715,84.49,Middle,6240,1639,2152,41.51,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7425,39049007425,84088,66715,102.34,Middle,2712,694,1130,23.71,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7426,39049007426,84088,66715,109.58,Middle,3357,974,1514,20.49,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7427,39049007427,84088,66715,120.4,Upper,6714,1684,2316,31.34,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7492,39049007492,84088,66715,157.51,Upper,6421,1557,2301,29.39,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7494,39049007494,84088,66715,120.88,Upper,4404,1153,1462,35.22,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7511,39049007511,84088,66715,59.71,Moderate,1872,350,781,93.7,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7512,39049007512,84088,66715,60.92,Moderate,4295,1046,1704,91.06,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7520,39049007520,84088,66715,37.75,Low,3242,635,1146,82.67,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7531,39049007531,84088,66715,51.6,Moderate,3065,684,1202,80.78,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7532,39049007532,84088,66715,46.16,Low,2633,637,1089,92.71,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7533,39049007533,84088,66715,44.17,Low,1933,367,709,89.76,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7534,39049007534,84088,66715,52.33,Moderate,3884,965,1398,89.75,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7550,39049007550,84088,66715,78.37,Moderate,2983,529,1016,70,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7552,39049007552,84088,66715,60.18,Moderate,3998,1083,1316,93.47,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7553,39049007553,84088,66715,51.21,Moderate,5731,1240,2195,86.53,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7710,39049007710,84088,66715,40.63,Low,4629,956,1783,64.14,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7721,39049007721,84088,66715,44.24,Low,6485,1356,2187,81.74,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7722,39049007722,84088,66715,53.32,Moderate,3673,894,1733,57.2,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7730,39049007730,84088,66715,64.06,Moderate,3221,715,1357,50.42,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,7740,39049007740,84088,66715,99.59,Middle,1743,386,850,28.97,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7811,39049007811,84088,66715,117.34,Middle,3621,1094,1925,17.76,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7812,39049007812,84088,66715,79.77,Moderate,4931,1003,2039,28.88,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7820,39049007820,84088,66715,48.28,Low,3784,441,1626,47.38,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7830,39049007830,84088,66715,119.57,Middle,3691,380,2019,33.19,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7922,39049007922,84088,66715,139.4,Upper,6201,1902,2739,18.19,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7931,39049007931,84088,66715,115.56,Middle,4305,1347,1774,18.35,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7941,39049007941,84088,66715,136.62,Upper,3258,657,1190,24.4,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7955,39049007955,84088,66715,114.56,Middle,3364,891,1146,18.07,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7956,39049007956,84088,66715,124.09,Upper,4747,1149,1740,23.36,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7957,39049007957,84088,66715,99.51,Middle,4940,1372,2590,14.23,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7958,39049007958,84088,66715,165.79,Upper,3330,1005,1364,11.86,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7959,39049007959,84088,66715,101.5,Middle,1962,475,869,24.06,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7960,39049007960,84088,66715,100.03,Middle,4926,1229,1799,30.19,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7961,39049007961,84088,66715,156.24,Upper,4974,1291,1452,20.37,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7962,39049007962,84088,66715,105.61,Middle,5249,1588,2319,20.84,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7963,39049007963,84088,66715,147.8,Upper,3065,995,1466,13.08,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7964,39049007964,84088,66715,132.7,Upper,6496,1590,2657,21.06,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7965,39049007965,84088,66715,100.12,Middle,3863,776,1590,35.54,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,7966,39049007966,84088,66715,71.38,Moderate,5332,1287,1883,41.49,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8001,39049008001,84088,66715,181.72,Upper,3350,646,785,13.64,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8002,39049008002,84088,66715,134.53,Upper,3487,898,1289,15.8,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8110,39049008110,84088,66715,84.82,Middle,4245,1004,1827,30.13,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8120,39049008120,84088,66715,49.11,Low,4101,1002,1572,44.87,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8132,39049008132,84088,66715,80.37,Middle,7202,2030,2848,36.92,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8163,39049008163,84088,66715,41.06,Low,3622,831,1397,58.45,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,8164,39049008164,84088,66715,67.72,Moderate,4573,1169,1667,47.47,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8165,39049008165,84088,66715,61.73,Moderate,2544,323,814,27.59,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8166,39049008166,84088,66715,150.81,Upper,5601,1541,1877,28.87,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8167,39049008167,84088,66715,107.42,Middle,4078,791,1333,41.07,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8168,39049008168,84088,66715,84.69,Middle,3517,961,1519,41.77,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8169,39049008169,84088,66715,50.29,Moderate,5235,961,1775,39.83,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8170,39049008170,84088,66715,99.41,Middle,5083,1180,1668,24.45,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8171,39049008171,84088,66715,44.38,Low,3505,584,1611,40.23,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8172,39049008172,84088,66715,98.25,Middle,5597,1340,2151,36.09,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8210,39049008210,84088,66715,56.33,Moderate,2321,587,1007,48.69,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8230,39049008230,84088,66715,37.37,Low,3178,452,584,88.07,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,8241,39049008241,84088,66715,38.24,Low,2559,739,1121,45.53,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8242,39049008242,84088,66715,80.98,Middle,6316,1651,2672,31.71,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8311,39049008311,84088,66715,67.41,Moderate,4686,795,1601,49.98,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8312,39049008312,84088,66715,54.53,Moderate,5027,938,1726,57.87,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,8321,39049008321,84088,66715,60.3,Moderate,2530,759,1131,33.6,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8322,39049008322,84088,66715,65.43,Moderate,4837,1054,1960,33.06,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8330,39049008330,84088,66715,55.57,Moderate,1847,295,589,23.88,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8340,39049008340,84088,66715,80.93,Middle,6354,1239,1716,40.02,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8350,39049008350,84088,66715,86.32,Middle,7668,1691,2886,64.57,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,8360,39049008360,84088,66715,90.85,Middle,6690,1552,2411,33.36,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8380,39049008380,84088,66715,97.04,Middle,5128,1204,1569,31.88,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8381,39049008381,84088,66715,95.25,Middle,4426,1117,1757,19,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8382,39049008382,84088,66715,104.5,Middle,3715,881,1229,25.36,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8400,39049008400,84088,66715,239.33,Upper,3161,890,1752,9.05,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8500,39049008500,84088,66715,165.68,Upper,5702,1012,2260,13.07,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8710,39049008710,84088,66715,51.69,Moderate,2593,510,1090,85.69,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,8720,39049008720,84088,66715,64.4,Moderate,3507,626,1663,71.14,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,8730,39049008730,84088,66715,35.72,Low,1987,347,678,77.86,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,8811,39049008811,84088,66715,51,Moderate,1774,430,791,27.68,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8812,39049008812,84088,66715,82.25,Middle,3393,804,1295,75.83,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,8813,39049008813,84088,66715,52.78,Moderate,2447,626,939,82.8,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,8821,39049008821,84088,66715,45.86,Low,2597,624,983,15.02,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8822,39049008822,84088,66715,78.89,Moderate,4134,949,1793,38.58,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8825,39049008825,84088,66715,88.73,Middle,6468,1893,2353,21.82,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,8900,39049008900,84088,66715,121.72,Upper,5240,1034,1703,19.03,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,9000,39049009000,84088,66715,225.29,Upper,3644,1028,1291,14.85,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,9100,39049009100,84088,66715,212.91,Upper,5044,1414,1792,15.38,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,9220,39049009220,84088,66715,42.61,Low,2613,488,890,50.13,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9230,39049009230,84088,66715,54.63,Moderate,5631,1012,1754,65.67,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9240,39049009240,84088,66715,74.02,Moderate,2052,529,734,40.2,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,9250,39049009250,84088,66715,60.94,Moderate,2103,498,727,52.64,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9251,39049009251,84088,66715,57.15,Moderate,1169,420,704,83.66,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9252,39049009252,84088,66715,69.09,Moderate,2927,643,1864,71.88,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9311,39049009311,84088,66715,49.89,Low,3325,770,1239,76.36,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9312,39049009312,84088,66715,60.16,Moderate,3552,733,1429,77.62,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9321,39049009321,84088,66715,44.29,Low,2457,556,889,77.94,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9322,39049009322,84088,66715,57.88,Moderate,3751,804,1403,74.86,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9323,39049009323,84088,66715,52.4,Moderate,3828,805,1513,84.95,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9325,39049009325,84088,66715,42.24,Low,4746,937,2082,86.68,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9326,39049009326,84088,66715,34.27,Low,1686,395,1020,88.67,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9332,39049009332,84088,66715,98.91,Middle,3321,993,1606,81.27,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9334,39049009334,84088,66715,50.65,Moderate,3160,752,1138,87.31,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9336,39049009336,84088,66715,59.13,Moderate,2085,408,1219,63.36,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9337,39049009337,84088,66715,52.73,Moderate,4416,979,1712,89.7,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9340,39049009340,84088,66715,51.1,Moderate,3513,643,1220,68.72,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9350,39049009350,84088,66715,87.56,Middle,3046,719,1241,70.78,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9361,39049009361,84088,66715,107.7,Middle,5429,1402,2741,54.1,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9372,39049009372,84088,66715,63.01,Moderate,4613,1261,1721,74.77,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9373,39049009373,84088,66715,71.01,Moderate,6184,1602,2063,78.61,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9381,39049009381,84088,66715,98,Middle,6424,1235,2240,56.71,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9382,39049009382,84088,66715,72.06,Moderate,3002,650,1478,31.28,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,9383,39049009383,84088,66715,84.47,Middle,2636,573,1087,44.01,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,9384,39049009384,84088,66715,67.58,Moderate,2916,526,984,47.15,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,9385,39049009385,84088,66715,109.08,Middle,3907,814,1485,39.44,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,9386,39049009386,84088,66715,51.46,Moderate,3279,560,920,79.05,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,9390,39049009390,84088,66715,117.14,Middle,7155,1773,2296,51.68,Majority Minority,"Columbus, OH",Franklin County
